ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,StartDate,EndDate,Status
209,RC-0291,,,,Rear Derailleur Cage,,,,False,Silver,500,375,,,NA,,0,,,,,,,2003-07-01 00:00:00,,Current
210,FR-R92B-58,14,LB ,CM ,HL Road Frame - Black, 58,,,,True,Black,500,375,,58,54-58 CM,2.2400000000000002,1,R ,,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2003-07-01 00:00:00,,Current
211,FR-R92R-58,14,LB ,CM ,HL Road Frame - Red, 58,,,,True,Red,500,375,,58,54-58 CM,2.2400000000000002,1,R ,,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2003-07-01 00:00:00,,Current
212,HL-U509-R,31,,,Sport-100 Helmet, Red,Casco deportivo: 100, rojo,Casque sport 100, rouge,12.0278,True,Red,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,Universal fit, well-vented, lightweight , snap-on visor.,2011-07-01 00:00:00,2007-12-28 00:00:00,
213,HL-U509-R,31,,,Sport-100 Helmet, Red,Casco deportivo: 100, rojo,Casque sport 100, rouge,13.8782,True,Red,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,Universal fit, well-vented, lightweight , snap-on visor.,2012-07-01 00:00:00,2008-12-27 00:00:00,
214,HL-U509-R,31,,,Sport-100 Helmet, Red,Casco deportivo: 100, rojo,Casque sport 100, rouge,13.0863,True,Red,4,3,34.99,,NA,,0,S ,20.994,,,Sport-100,Universal fit, well-vented, lightweight , snap-on visor.,2013-07-01 00:00:00,,Current
215,HL-U509,31,,,Sport-100 Helmet, Black,Casco deportivo: 100, negro,Casque sport 100, noir,12.0278,True,Black,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,Universal fit, well-vented, lightweight , snap-on visor.,2011-07-01 00:00:00,2007-12-28 00:00:00,
216,HL-U509,31,,,Sport-100 Helmet, Black,Casco deportivo: 100, negro,Casque sport 100, noir,13.8782,True,Black,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,Universal fit, well-vented, lightweight , snap-on visor.,2012-07-01 00:00:00,2008-12-27 00:00:00,
217,HL-U509,31,,,Sport-100 Helmet, Black,Casco deportivo: 100, negro,Casque sport 100, noir,13.0863,True,Black,4,3,34.99,,NA,,0,S ,20.994,,,Sport-100,Universal fit, well-vented, lightweight , snap-on visor.,2013-07-01 00:00:00,,Current
218,SO-B909-M,23,,,Mountain Bike Socks, M,Calcetines para bicicleta de montaña, M,Chaussettes de VTT, taille M,3.3963,True,White,4,3,9.5,M,M,,0,M ,5.7,,U ,Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2011-07-01 00:00:00,2007-12-28 00:00:00,
219,SO-B909-L,23,,,Mountain Bike Socks, L,Calcetines para bicicleta de montaña, G,Chaussettes de VTT, taille L,3.3963,True,White,4,3,9.5,L,L,,0,M ,5.7,,U ,Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2011-07-01 00:00:00,2007-12-28 00:00:00,
220,HL-U509-B,31,,,Sport-100 Helmet, Blue,Casco deportivo: 100, azul,Casque sport 100, bleu,12.0278,True,Blue,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,Universal fit, well-vented, lightweight , snap-on visor.,2011-07-01 00:00:00,2007-12-28 00:00:00,
221,HL-U509-B,31,,,Sport-100 Helmet, Blue,Casco deportivo: 100, azul,Casque sport 100, bleu,13.8782,True,Blue,4,3,33.6442,,NA,,0,S ,20.1865,,,Sport-100,Universal fit, well-vented, lightweight , snap-on visor.,2012-07-01 00:00:00,2008-12-27 00:00:00,
222,HL-U509-B,31,,,Sport-100 Helmet, Blue,Casco deportivo: 100, azul,Casque sport 100, bleu,13.0863,True,Blue,4,3,34.99,,NA,,0,S ,20.994,,,Sport-100,Universal fit, well-vented, lightweight , snap-on visor.,2013-07-01 00:00:00,,Current
223,CA-1098,19,,,AWC Logo Cap,,,5.7052,True,Multi,4,3,8.6442,,NA,,0,S ,5.1865,,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2011-07-01 00:00:00,2007-12-28 00:00:00,
224,CA-1098,19,,,AWC Logo Cap,,,5.2297,True,Multi,4,3,8.6442,,NA,,0,S ,5.1865,,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2012-07-01 00:00:00,2008-12-27 00:00:00,
225,CA-1098,19,,,AWC Logo Cap,,,6.9223,True,Multi,4,3,8.99,,NA,,0,S ,5.394,,U ,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2013-07-01 00:00:00,,Current
226,LJ-0192-S,21,,,Long-Sleeve Logo Jersey, S,Jersey con logotipo de manga larga, P,Maillot manches longues avec logo, taille S,31.7244,True,Multi,4,3,48.0673,S,S,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00,2007-12-28 00:00:00,
227,LJ-0192-S,21,,,Long-Sleeve Logo Jersey, S,Jersey con logotipo de manga larga, P,Maillot manches longues avec logo, taille S,29.0807,True,Multi,4,3,48.0673,S,S,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00,2008-12-27 00:00:00,
228,LJ-0192-S,21,,,Long-Sleeve Logo Jersey, S,Jersey con logotipo de manga larga, P,Maillot manches longues avec logo, taille S,38.4923,True,Multi,4,3,49.99,S,S,,0,S ,29.994,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00,,Current
229,LJ-0192-M,21,,,Long-Sleeve Logo Jersey, M,Jersey con logotipo de manga larga, M,Maillot manches longues avec logo, taille M,31.7244,True,Multi,4,3,48.0673,M,M,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00,2007-12-28 00:00:00,
230,LJ-0192-M,21,,,Long-Sleeve Logo Jersey, M,Jersey con logotipo de manga larga, M,Maillot manches longues avec logo, taille M,29.0807,True,Multi,4,3,48.0673,M,M,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00,2008-12-27 00:00:00,
231,LJ-0192-M,21,,,Long-Sleeve Logo Jersey, M,Jersey con logotipo de manga larga, M,Maillot manches longues avec logo, taille M,38.4923,True,Multi,4,3,49.99,M,M,,0,S ,29.994,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00,,Current
232,LJ-0192-L,21,,,Long-Sleeve Logo Jersey, L,Jersey con logotipo de manga larga, G,Maillot manches longues avec logo, taille L,31.7244,True,Multi,4,3,48.0673,L,L,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00,2007-12-28 00:00:00,
233,LJ-0192-L,21,,,Long-Sleeve Logo Jersey, L,Jersey con logotipo de manga larga, G,Maillot manches longues avec logo, taille L,29.0807,True,Multi,4,3,48.0673,L,L,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00,2008-12-27 00:00:00,
234,LJ-0192-L,21,,,Long-Sleeve Logo Jersey, L,Jersey con logotipo de manga larga, G,Maillot manches longues avec logo, taille L,38.4923,True,Multi,4,3,49.99,L,L,,0,S ,29.994,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00,,Current
235,LJ-0192-X,21,,,Long-Sleeve Logo Jersey, XL,Jersey con logotipo de manga larga, SG,Maillot manches longues avec logo, taille XL,31.7244,True,Multi,4,3,48.0673,XL,XL,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2011-07-01 00:00:00,2007-12-28 00:00:00,
236,LJ-0192-X,21,,,Long-Sleeve Logo Jersey, XL,Jersey con logotipo de manga larga, SG,Maillot manches longues avec logo, taille XL,29.0807,True,Multi,4,3,48.0673,XL,XL,,0,S ,28.8404,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2012-07-01 00:00:00,2008-12-27 00:00:00,
237,LJ-0192-X,21,,,Long-Sleeve Logo Jersey, XL,Jersey con logotipo de manga larga, SG,Maillot manches longues avec logo, taille XL,38.4923,True,Multi,4,3,49.99,XL,XL,,0,S ,29.994,,U ,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2013-07-01 00:00:00,,Current
238,FR-R92R-62,14,LB ,CM ,HL Road Frame - Red, 62,Cuadro de carretera GA: rojo, 62,Cadre de vélo de route HL - rouge, 62,747.9682,True,Red,500,375,1263.4598,62,60-62 CM,2.2999999999999998,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00,2007-12-28 00:00:00,
239,FR-R92R-62,14,LB ,CM ,HL Road Frame - Red, 62,Cuadro de carretera GA: rojo, 62,Cadre de vélo de route HL - rouge, 62,722.2568,True,Red,500,375,1301.3636,62,60-62 CM,2.2999999999999998,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00,2008-12-27 00:00:00,
240,FR-R92R-62,14,LB ,CM ,HL Road Frame - Red, 62,Cuadro de carretera GA: rojo, 62,Cadre de vélo de route HL - rouge, 62,868.6342,True,Red,500,375,1431.5,62,60-62 CM,2.2999999999999998,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00,,Current
241,FR-R92R-44,14,LB ,CM ,HL Road Frame - Red, 44,Cuadro de carretera GA: rojo, 44,Cadre de vélo de route HL - rouge, 44,747.9682,True,Red,500,375,1263.4598,44,42-46 CM,2.1200000000000001,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00,2007-12-28 00:00:00,
242,FR-R92R-44,14,LB ,CM ,HL Road Frame - Red, 44,Cuadro de carretera GA: rojo, 44,Cadre de vélo de route HL - rouge, 44,722.2568,True,Red,500,375,1301.3636,44,42-46 CM,2.1200000000000001,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00,2008-12-27 00:00:00,
243,FR-R92R-44,14,LB ,CM ,HL Road Frame - Red, 44,Cuadro de carretera GA: rojo, 44,Cadre de vélo de route HL - rouge, 44,868.6342,True,Red,500,375,1431.5,44,42-46 CM,2.1200000000000001,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00,,Current
244,FR-R92R-48,14,LB ,CM ,HL Road Frame - Red, 48,Cuadro de carretera GA: rojo, 48,Cadre de vélo de route HL - rouge, 48,747.9682,True,Red,500,375,1263.4598,48,48-52 CM,2.1600000000000001,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00,2007-12-28 00:00:00,
245,FR-R92R-48,14,LB ,CM ,HL Road Frame - Red, 48,Cuadro de carretera GA: rojo, 48,Cadre de vélo de route HL - rouge, 48,722.2568,True,Red,500,375,1301.3636,48,48-52 CM,2.1600000000000001,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00,2008-12-27 00:00:00,
246,FR-R92R-48,14,LB ,CM ,HL Road Frame - Red, 48,Cuadro de carretera GA: rojo, 48,Cadre de vélo de route HL - rouge, 48,868.6342,True,Red,500,375,1431.5,48,48-52 CM,2.1600000000000001,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00,,Current
247,FR-R92R-52,14,LB ,CM ,HL Road Frame - Red, 52,Cuadro de carretera GA: rojo, 52,Cadre de vélo de route HL - rouge, 52,747.9682,True,Red,500,375,1263.4598,52,48-52 CM,2.2000000000000002,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00,2007-12-28 00:00:00,
248,FR-R92R-52,14,LB ,CM ,HL Road Frame - Red, 52,Cuadro de carretera GA: rojo, 52,Cadre de vélo de route HL - rouge, 52,722.2568,True,Red,500,375,1301.3636,52,48-52 CM,2.2000000000000002,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00,2008-12-27 00:00:00,
249,FR-R92R-52,14,LB ,CM ,HL Road Frame - Red, 52,Cuadro de carretera GA: rojo, 52,Cadre de vélo de route HL - rouge, 52,868.6342,True,Red,500,375,1431.5,52,48-52 CM,2.2000000000000002,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00,,Current
250,FR-R92R-56,14,LB ,CM ,HL Road Frame - Red, 56,Cuadro de carretera GA: rojo, 56,Cadre de vélo de route HL - rouge, 56,747.9682,True,Red,500,375,1263.4598,56,54-58 CM,2.2400000000000002,1,R ,758.0759,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2011-07-01 00:00:00,2007-12-28 00:00:00,
251,FR-R92R-56,14,LB ,CM ,HL Road Frame - Red, 56,Cuadro de carretera GA: rojo, 56,Cadre de vélo de route HL - rouge, 56,722.2568,True,Red,500,375,1301.3636,56,54-58 CM,2.2400000000000002,1,R ,780.8182,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00,2008-12-27 00:00:00,
252,FR-R92R-56,14,LB ,CM ,HL Road Frame - Red, 56,Cuadro de carretera GA: rojo, 56,Cadre de vélo de route HL - rouge, 56,868.6342,True,Red,500,375,1431.5,56,54-58 CM,2.2400000000000002,1,R ,858.9,H ,U ,HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00,,Current
253,FR-R38B-58,14,LB ,CM ,LL Road Frame - Black, 58,Cuadro de carretera GB: negro, 58,Cadre de vélo de route LL - noir, 58,176.1997,True,Black,500,375,297.6346,58,54-58 CM,2.46,1,R ,178.5808,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
254,FR-R38B-58,14,LB ,CM ,LL Road Frame - Black, 58,Cuadro de carretera GB: negro, 58,Cadre de vélo de route LL - noir, 58,170.1428,True,Black,500,375,306.5636,58,54-58 CM,2.46,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
255,FR-R38B-58,14,LB ,CM ,LL Road Frame - Black, 58,Cuadro de carretera GB: negro, 58,Cadre de vélo de route LL - noir, 58,204.6251,True,Black,500,375,337.22,58,54-58 CM,2.46,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2013-07-01 00:00:00,,Current
256,FR-R38B-60,14,LB ,CM ,LL Road Frame - Black, 60,Cuadro de carretera GB: negro, 60,Cadre de vélo de route LL - noir, 60,176.1997,True,Black,500,375,297.6346,60,60-62 CM,2.48,1,R ,178.5808,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
257,FR-R38B-60,14,LB ,CM ,LL Road Frame - Black, 60,Cuadro de carretera GB: negro, 60,Cadre de vélo de route LL - noir, 60,170.1428,True,Black,500,375,306.5636,60,60-62 CM,2.48,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
258,FR-R38B-60,14,LB ,CM ,LL Road Frame - Black, 60,Cuadro de carretera GB: negro, 60,Cadre de vélo de route LL - noir, 60,204.6251,True,Black,500,375,337.22,60,60-62 CM,2.48,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2013-07-01 00:00:00,,Current
259,FR-R38B-62,14,LB ,CM ,LL Road Frame - Black, 62,Cuadro de carretera GB: negro, 62,Cadre de vélo de route LL - noir, 62,176.1997,True,Black,500,375,297.6346,62,60-62 CM,2.5,1,R ,178.5808,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
260,FR-R38B-62,14,LB ,CM ,LL Road Frame - Black, 62,Cuadro de carretera GB: negro, 62,Cadre de vélo de route LL - noir, 62,170.1428,True,Black,500,375,306.5636,62,60-62 CM,2.5,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
261,FR-R38B-62,14,LB ,CM ,LL Road Frame - Black, 62,Cuadro de carretera GB: negro, 62,Cadre de vélo de route LL - noir, 62,204.6251,True,Black,500,375,337.22,62,60-62 CM,2.5,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2013-07-01 00:00:00,,Current
262,FR-R38R-44,14,LB ,CM ,LL Road Frame - Red, 44,Cuadro de carretera GB: rojo, 44,Cadre de vélo de route LL - rouge, 44,181.4857,True,Red,500,375,306.5636,44,42-46 CM,2.3199999999999998,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
263,FR-R38R-44,14,LB ,CM ,LL Road Frame - Red, 44,Cuadro de carretera GB: rojo, 44,Cadre de vélo de route LL - rouge, 44,187.1571,True,Red,500,375,337.22,44,42-46 CM,2.3199999999999998,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
264,FR-R38R-48,14,LB ,CM ,LL Road Frame - Red, 48,Cuadro de carretera GB: rojo, 48,Cadre de vélo de route LL - rouge, 48,181.4857,True,Red,500,375,306.5636,48,48-52 CM,2.3599999999999999,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
265,FR-R38R-48,14,LB ,CM ,LL Road Frame - Red, 48,Cuadro de carretera GB: rojo, 48,Cadre de vélo de route LL - rouge, 48,187.1571,True,Red,500,375,337.22,48,48-52 CM,2.3599999999999999,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
266,FR-R38R-52,14,LB ,CM ,LL Road Frame - Red, 52,Cuadro de carretera GB: rojo, 52,Cadre de vélo de route LL - rouge, 52,181.4857,True,Red,500,375,306.5636,52,48-52 CM,2.3999999999999999,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
267,FR-R38R-52,14,LB ,CM ,LL Road Frame - Red, 52,Cuadro de carretera GB: rojo, 52,Cadre de vélo de route LL - rouge, 52,187.1571,True,Red,500,375,337.22,52,48-52 CM,2.3999999999999999,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
268,FR-R38R-58,14,LB ,CM ,LL Road Frame - Red, 58,Cuadro de carretera GB: rojo, 58,Cadre de vélo de route LL - rouge, 58,181.4857,True,Red,500,375,306.5636,58,54-58 CM,2.46,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
269,FR-R38R-58,14,LB ,CM ,LL Road Frame - Red, 58,Cuadro de carretera GB: rojo, 58,Cadre de vélo de route LL - rouge, 58,187.1571,True,Red,500,375,337.22,58,54-58 CM,2.46,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
270,FR-R38R-60,14,LB ,CM ,LL Road Frame - Red, 60,Cuadro de carretera GB: rojo, 60,Cadre de vélo de route LL - rouge, 60,181.4857,True,Red,500,375,306.5636,60,60-62 CM,2.48,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
271,FR-R38R-60,14,LB ,CM ,LL Road Frame - Red, 60,Cuadro de carretera GB: rojo, 60,Cadre de vélo de route LL - rouge, 60,187.1571,True,Red,500,375,337.22,60,60-62 CM,2.48,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
272,FR-R38R-62,14,LB ,CM ,LL Road Frame - Red, 62,Cuadro de carretera GB: rojo, 62,Cadre de vélo de route LL - rouge, 62,181.4857,True,Red,500,375,306.5636,62,60-62 CM,2.5,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
273,FR-R38R-62,14,LB ,CM ,LL Road Frame - Red, 62,Cuadro de carretera GB: rojo, 62,Cadre de vélo de route LL - rouge, 62,187.1571,True,Red,500,375,337.22,62,60-62 CM,2.5,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
274,FR-R72R-44,14,LB ,CM ,ML Road Frame - Red, 44,Cuadro de carretera GM: rojo, 44,Cadre de vélo de route ML - rouge, 44,352.1394,True,Red,500,375,594.83,44,42-46 CM,2.2200000000000002,1,R ,356.898,M ,U ,ML Road Frame,Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.,2011-07-01 00:00:00,2007-12-28 00:00:00,
275,FR-R72R-48,14,LB ,CM ,ML Road Frame - Red, 48,Cuadro de carretera GM: rojo, 48,Cadre de vélo de route ML - rouge, 48,352.1394,True,Red,500,375,594.83,48,48-52 CM,2.2599999999999998,1,R ,356.898,M ,U ,ML Road Frame,Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.,2011-07-01 00:00:00,2007-12-28 00:00:00,
276,FR-R72R-52,14,LB ,CM ,ML Road Frame - Red, 52,Cuadro de carretera GM: rojo, 52,Cadre de vélo de route ML - rouge, 52,352.1394,True,Red,500,375,594.83,52,48-52 CM,2.2999999999999998,1,R ,356.898,M ,U ,ML Road Frame,Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.,2011-07-01 00:00:00,2007-12-28 00:00:00,
277,FR-R72R-58,14,LB ,CM ,ML Road Frame - Red, 58,Cuadro de carretera GM: rojo, 58,Cadre de vélo de route ML - rouge, 58,352.1394,True,Red,500,375,594.83,58,54-58 CM,2.3599999999999999,1,R ,356.898,M ,U ,ML Road Frame,Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.,2011-07-01 00:00:00,2007-12-28 00:00:00,
278,FR-R72R-60,14,LB ,CM ,ML Road Frame - Red, 60,Cuadro de carretera GM: rojo, 60,Cadre de vélo de route ML - rouge, 60,352.1394,True,Red,500,375,594.83,60,60-62 CM,2.3799999999999999,1,R ,356.898,M ,U ,ML Road Frame,Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.,2011-07-01 00:00:00,2007-12-28 00:00:00,
279,FR-R38B-44,14,LB ,CM ,LL Road Frame - Black, 44,Cuadro de carretera GB: negro, 44,Cadre de vélo de route LL - noir, 44,176.1997,True,Black,500,375,297.6346,44,42-46 CM,2.3199999999999998,1,R ,178.5808,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
280,FR-R38B-44,14,LB ,CM ,LL Road Frame - Black, 44,Cuadro de carretera GB: negro, 44,Cadre de vélo de route LL - noir, 44,170.1428,True,Black,500,375,306.5636,44,42-46 CM,2.3199999999999998,1,R ,183.9382,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2012-07-01 00:00:00,2008-12-27 00:00:00,
281,FR-R38B-44,14,LB ,CM ,LL Road Frame - Black, 44,Cuadro de carretera GB: negro, 44,Cadre de vélo de route LL - noir, 44,204.6251,True,Black,500,375,337.22,44,42-46 CM,2.3199999999999998,1,R ,202.332,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2013-07-01 00:00:00,,Current
282,FR-R38B-48,14,LB ,CM ,LL Road Frame - Black, 48,Cuadro de carretera GB: negro, 48,Cadre de vélo de route LL - noir, 48,176.1997,True,Black,500,375,297.6346,48,48-52 CM,2.3599999999999999,1,R ,178.5808,L ,U ,LL Road Frame,The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.,2011-07-01 00:00:00,2007-12-28 00:00:00,
